survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,2,male,17.077501965208512,1,0,20.4857,S,Second,man,True,,Southampton,no,False
1,2,male,54.42270513450193,0,0,1.6228,C,Second,man,True,,Cherbourg,yes,True
1,3,female,25.338351972854532,0,0,6.8275,S,Third,woman,False,,Southampton,yes,True
0,2,female,53.117163874211656,3,4,50.3317,S,Second,woman,False,,Southampton,no,False
0,3,male,44.15785945467074,0,0,19.483,S,Third,man,True,,Southampton,no,True
0,1,female,35.61421334444216,1,0,11.5615,S,First,woman,False,,Southampton,no,False
0,1,male,36.26170582721252,0,0,15.6022,S,First,man,True,D,Southampton,no,True
0,1,female,9.393916375203869,1,0,62.0458,S,First,child,False,,Southampton,no,False
0,3,female,32.69823430759904,0,0,44.51,S,Third,woman,False,,Southampton,no,True
0,2,male,,0,2,10.236,S,Second,man,True,,Southampton,no,False
0,3,male,39.57942279619133,1,0,4.025,Q,Third,man,True,,Queenstown,no,False
1,3,female,,2,2,9.3493,S,Third,woman,False,G,Southampton,yes,False
0,3,male,54.52308933934694,1,0,81.6344,C,Third,man,True,,Cherbourg,no,False
0,1,male,27.01690952141834,1,0,28.0556,S,First,man,True,D,Southampton,no,False
1,3,male,20.716442712185575,1,2,24.551,S,Third,man,True,,Southampton,yes,False
0,3,male,31.930562783134725,0,0,29.2155,S,Third,man,True,E,Southampton,no,True
1,3,male,40.81377683761814,0,2,14.6752,S,Third,man,True,,Southampton,yes,False
1,3,female,4.791985610780216,0,0,52.989,C,Third,child,False,,Cherbourg,yes,True
0,3,female,33.830595330611054,0,2,23.855,S,Third,woman,False,,Southampton,no,False
0,3,male,41.4500027252765,0,0,3.9975,S,Third,man,True,G,Southampton,no,True
1,1,female,25.790196433195515,0,0,4.4497,C,First,woman,False,,Cherbourg,yes,True
0,1,male,45.75098911138831,0,0,24.7851,S,First,man,True,D,Southampton,no,True
0,3,female,,1,0,88.8019,S,Third,woman,False,,Southampton,no,False
1,3,female,60.75005521841062,0,0,11.8714,S,Third,woman,False,,Southampton,yes,True
0,3,male,18.81625798507238,0,0,65.5817,C,Third,man,True,E,Cherbourg,no,True
0,3,female,41.74529283219329,0,0,46.5074,S,Third,woman,False,,Southampton,no,True
1,1,male,,1,0,9.1696,S,First,man,True,C,Southampton,yes,False
0,1,male,6.27718645648747,1,1,1.192,S,First,child,False,,Southampton,no,False
0,3,female,0.42,0,0,3.4588,Q,Third,child,False,,Queenstown,no,True
1,2,male,37.505698324755436,0,0,41.9814,S,Second,man,True,,Southampton,yes,True
0,1,male,32.37159475218949,0,0,7.1719,S,First,man,True,,Southampton,no,True
1,3,male,22.75375966825457,0,0,14.9426,S,Third,man,True,,Southampton,yes,True
1,1,female,3.9841871577306094,0,0,22.429,Q,First,child,False,,Queenstown,yes,True
0,3,male,19.689393920989197,0,0,41.6246,C,Third,man,True,G,Cherbourg,no,True
0,2,male,,0,2,3.8695,Q,Second,man,True,G,Queenstown,no,False
0,3,female,41.20095581849992,0,1,16.7921,S,Third,woman,False,,Southampton,no,False
0,2,female,29.460231621409427,3,0,21.3721,S,Second,woman,False,E,Southampton,no,False
0,3,male,,3,0,25.0622,S,Third,man,True,,Southampton,no,False
1,1,male,24.24608047587503,0,0,54.9246,C,First,man,True,,Cherbourg,yes,True
0,1,male,55.06375093664374,0,0,6.065,S,First,man,True,,Southampton,no,True
0,2,male,14.935380157240695,0,0,53.1101,S,Second,child,False,,Southampton,no,True
1,3,male,,0,0,38.0125,C,Third,man,True,A,Cherbourg,yes,True
0,3,female,22.56080792709406,3,0,26.1348,S,Third,woman,False,,Southampton,no,False
1,2,female,37.5692137706625,0,0,38.7173,S,Second,woman,False,,Southampton,yes,True
0,3,male,14.636533048090232,1,0,17.1001,S,Third,child,False,F,Southampton,no,False
0,3,male,31.66791956294598,0,2,4.7966,S,Third,man,True,,Southampton,no,False
1,3,female,32.09119707968508,5,0,35.2884,C,Third,woman,False,D,Cherbourg,yes,False
1,1,male,19.63180942436599,0,1,23.9488,S,First,man,True,B,Southampton,yes,False
1,3,female,34.484702183874425,1,5,32.8413,S,Third,woman,False,F,Southampton,yes,False
1,1,male,,0,0,13.2821,S,First,man,True,,Southampton,yes,True
1,2,male,13.502424934304681,0,0,76.4339,S,Second,child,False,,Southampton,yes,True
0,3,female,,0,0,28.5036,S,Third,woman,False,,Southampton,no,True
0,1,male,5.633544010568087,0,3,2.8745,S,First,child,False,,Southampton,no,False
1,3,female,0.42,2,4,19.2389,S,Third,child,False,,Southampton,yes,False
1,3,male,37.4260828615536,2,0,45.4679,S,Third,man,True,,Southampton,yes,False
1,3,male,44.91006416757197,1,0,50.8931,S,Third,man,True,F,Southampton,yes,False
0,3,female,,0,1,21.9733,S,Third,woman,False,,Southampton,no,False
0,1,male,20.012975544582325,1,0,72.4949,C,First,man,True,,Cherbourg,no,False
1,2,female,44.28026077663112,0,1,10.031,S,Second,woman,False,,Southampton,yes,False
0,3,male,13.089695839015661,0,2,17.0225,C,Third,child,False,,Cherbourg,no,False
1,1,male,9.931096941543203,0,0,73.6946,S,First,child,False,G,Southampton,yes,True
1,2,female,39.96072814377307,0,0,72.9599,S,Second,woman,False,D,Southampton,yes,True
0,1,male,29.831053704428456,0,0,37.2698,S,First,man,True,A,Southampton,no,True
1,1,male,45.140712719708446,0,0,63.0752,S,First,man,True,,Southampton,yes,True
1,2,male,0.42,0,0,2.9934,S,Second,child,False,,Southampton,yes,True
0,1,male,9.390227128780836,1,1,64.4787,S,First,child,False,,Southampton,no,False
1,3,male,,0,2,12.4477,Q,Third,man,True,,Queenstown,yes,False
0,3,female,,0,2,6.3247,S,Third,woman,False,,Southampton,no,False
1,3,female,41.98145777149715,0,0,8.8102,S,Third,woman,False,,Southampton,yes,True
0,1,female,32.234857647727274,0,1,17.4276,C,First,woman,False,G,Cherbourg,no,False
1,1,female,,0,0,9.3146,S,First,woman,False,,Southampton,yes,True
0,1,female,24.05367762606212,0,0,12.4452,C,First,woman,False,,Cherbourg,no,True
0,3,female,52.768121121115506,0,0,4.669,S,Third,woman,False,,Southampton,no,True
1,3,male,13.70615989567778,1,0,11.3095,Q,Third,child,False,E,Queenstown,yes,False
0,1,female,34.905792212061115,0,2,27.3473,S,First,woman,False,,Southampton,no,False
0,3,female,15.376771898473711,1,0,18.7769,S,Third,child,False,,Southampton,no,False
1,1,male,37.454288914172636,0,0,13.7091,S,First,man,True,D,Southampton,yes,True
1,3,male,,0,0,44.1849,S,Third,man,True,D,Southampton,yes,True
0,3,male,40.48532762825664,1,0,72.1185,S,Third,man,True,,Southampton,no,False
1,3,male,31.325521728955497,0,0,45.5252,S,Third,man,True,C,Southampton,yes,True
0,3,female,54.997268012250885,0,0,12.9917,S,Third,woman,False,,Southampton,no,True
0,3,male,25.625215114562007,1,0,43.9307,S,Third,man,True,F,Southampton,no,False
0,2,male,,0,0,5.3082,C,Second,man,True,,Cherbourg,no,True
1,3,female,18.394983933319708,1,1,4.496,C,Third,woman,False,,Cherbourg,yes,False
1,1,male,25.52555140660123,0,0,13.6553,S,First,man,True,,Southampton,yes,True
1,3,male,31.233367451943117,1,0,53.0885,S,Third,man,True,,Southampton,yes,False
1,3,male,,0,0,9.107,C,Third,man,True,,Cherbourg,yes,True
0,3,female,9.144452954320805,0,0,2.104,S,Third,child,False,,Southampton,no,True
0,3,female,38.39795984761685,0,0,4.5476,C,Third,woman,False,B,Cherbourg,no,True
0,3,male,,0,0,63.0215,Q,Third,man,True,,Queenstown,no,True
0,3,female,21.10256527080368,0,2,32.3459,S,Third,woman,False,,Southampton,no,False
0,3,male,19.013700383957044,0,0,9.4011,C,Third,man,True,,Cherbourg,no,True
1,1,female,,0,1,26.0931,S,First,woman,False,F,Southampton,yes,False
0,1,female,31.331985367619314,0,6,24.1463,S,First,woman,False,,Southampton,no,False
0,2,female,,0,0,34.3083,S,Second,woman,False,,Southampton,no,True
0,1,male,0.42,2,0,8.5495,S,First,child,False,G,Southampton,no,False
1,3,female,50.18609382316343,0,0,64.3378,C,Third,woman,False,,Cherbourg,yes,True
1,1,female,,0,2,11.9188,S,First,woman,False,,Southampton,yes,False
0,3,male,,0,2,38.1441,S,Third,man,True,,Southampton,no,False
0,2,female,45.44593709668056,0,0,0.5234,S,Second,woman,False,,Southampton,no,True
1,1,male,45.00067334430012,2,1,15.0136,S,First,man,True,A,Southampton,yes,False
0,3,female,29.706459665719404,0,0,13.956,Q,Third,woman,False,,Queenstown,no,True
1,3,male,,4,3,25.2491,S,Third,man,True,,Southampton,yes,False
1,3,female,44.42080732914354,0,2,2.4317,S,Third,woman,False,D,Southampton,yes,False
0,3,male,26.202149538688403,1,0,50.273,S,Third,man,True,,Southampton,no,False
0,3,male,37.658743235374864,0,0,7.909,S,Third,man,True,G,Southampton,no,True
1,1,male,61.87841844344578,1,0,36.3931,S,First,man,True,,Southampton,yes,False
0,3,male,33.35163288404247,0,0,52.3453,S,Third,man,True,,Southampton,no,True
0,3,male,16.40517197008085,0,1,26.5732,S,Third,man,True,,Southampton,no,False
1,3,male,24.831900573664036,0,0,43.4853,S,Third,man,True,,Southampton,yes,True
1,1,male,18.253042276505678,0,0,34.9143,C,First,man,True,,Cherbourg,yes,True
1,3,male,35.98560090300357,2,0,14.1463,S,Third,man,True,,Southampton,yes,False
1,1,male,18.01202039812783,0,4,53.2827,S,First,man,True,,Southampton,yes,False
0,1,female,22.84365437593017,0,0,11.2421,S,First,woman,False,,Southampton,no,True
0,2,male,11.075759571089801,1,0,27.2668,C,Second,child,False,,Cherbourg,no,False
1,3,female,27.78473841997242,0,0,44.0513,C,Third,woman,False,,Cherbourg,yes,True
0,3,female,32.26294450287972,3,4,15.3386,C,Third,woman,False,,Cherbourg,no,False
0,3,female,0.42,1,1,11.6125,S,Third,child,False,,Southampton,no,False
1,3,male,33.463816641463204,0,0,19.8022,Q,Third,man,True,,Queenstown,yes,True
0,2,female,29.037346649096698,1,0,54.8542,S,Second,woman,False,,Southampton,no,False
0,2,male,18.607616743036154,0,0,85.5922,S,Second,man,True,,Southampton,no,True
0,2,male,59.11511940191316,0,0,25.362,Q,Second,man,True,,Queenstown,no,True
0,3,male,43.597909650268946,0,0,34.8768,S,Third,man,True,,Southampton,no,True
0,1,female,13.802163950804678,0,2,75.215,S,First,child,False,E,Southampton,no,False
0,3,male,41.85443475378153,1,0,3.3407,S,Third,man,True,D,Southampton,no,False
0,3,male,47.745222102305334,2,1,8.503,S,Third,man,True,,Southampton,no,False
1,2,female,31.614303377954577,0,0,39.7376,C,Second,woman,False,B,Cherbourg,yes,True
1,3,female,34.94090953573622,0,0,55.8934,S,Third,woman,False,F,Southampton,yes,True
0,3,male,34.606026670363065,4,0,62.6327,S,Third,man,True,G,Southampton,no,False
1,3,male,0.42,0,0,17.2697,S,Third,child,False,,Southampton,yes,True
0,3,female,26.99039084566921,0,0,3.0135,S,Third,woman,False,B,Southampton,no,True
0,2,male,26.235763791231584,0,0,18.5428,S,Second,man,True,,Southampton,no,True
1,2,male,50.437256730118236,1,0,8.4467,S,Second,man,True,,Southampton,yes,False
0,3,male,,0,0,11.0825,S,Third,man,True,,Southampton,no,True
1,3,female,,1,0,47.6426,S,Third,woman,False,,Southampton,yes,False
0,1,female,28.393191255630335,1,6,2.5287,C,First,woman,False,,Cherbourg,no,False
1,3,female,44.539090933597315,0,0,56.6021,S,Third,woman,False,D,Southampton,yes,True
0,3,female,27.023522382942925,0,1,17.9688,S,Third,woman,False,,Southampton,no,False
1,3,male,19.576164770171665,1,0,29.1893,S,Third,man,True,,Southampton,yes,False
0,1,male,25.702318202647437,0,1,3.0245,S,First,man,True,,Southampton,no,False
1,3,male,,1,0,13.251,C,Third,man,True,,Cherbourg,yes,False
0,3,male,,3,1,3.0262,Q,Third,man,True,,Queenstown,no,False
0,1,male,30.341885613562148,0,0,104.9151,S,First,man,True,,Southampton,no,True
1,1,female,32.477319841950035,1,0,53.0148,C,First,woman,False,F,Cherbourg,yes,False
0,3,male,21.58373413286551,1,0,19.8193,S,Third,man,True,,Southampton,no,False
1,1,female,26.887733693581524,1,0,8.1495,S,First,woman,False,,Southampton,yes,False
1,3,male,20.0820873342695,0,0,87.2581,S,Third,man,True,,Southampton,yes,True
0,3,male,25.42570037765372,0,0,13.6046,S,Third,man,True,,Southampton,no,True
1,2,male,49.21958482258606,0,0,5.6519,S,Second,man,True,F,Southampton,yes,True
0,3,male,14.070858735030745,0,1,26.668,C,Third,child,False,,Cherbourg,no,False
1,2,female,19.71359383686773,0,0,92.6838,S,Second,woman,False,G,Southampton,yes,True
0,3,male,11.512666487431598,1,0,0.1236,C,Third,child,False,,Cherbourg,no,False
0,2,male,8.371823020779825,0,0,8.7575,C,Second,child,False,,Cherbourg,no,True
1,3,male,26.991807244168275,0,0,89.7693,S,Third,man,True,B,Southampton,yes,True
1,1,male,20.744666863888593,0,0,6.042,S,First,man,True,D,Southampton,yes,True
0,2,male,55.24448949648679,1,0,3.87,S,Second,man,True,,Southampton,no,False
1,3,female,25.598725080421996,0,2,27.1899,Q,Third,woman,False,,Queenstown,yes,False
0,2,female,48.39625451973535,0,1,63.7357,S,Second,woman,False,,Southampton,no,False
0,3,male,43.73609388663918,0,1,20.878,S,Third,man,True,G,Southampton,no,False
0,2,female,26.670164749251796,1,0,167.9152,S,Second,woman,False,,Southampton,no,False
0,3,male,60.296965940241535,0,1,36.6065,S,Third,man,True,,Southampton,no,False
0,1,male,,0,0,2.4782,S,First,man,True,,Southampton,no,True
0,3,male,51.63863435705784,4,0,159.0083,S,Third,man,True,,Southampton,no,False
1,3,male,49.950654927928326,1,0,16.8751,S,Third,man,True,,Southampton,yes,False
1,1,male,,3,0,10.9106,S,First,man,True,,Southampton,yes,False
1,1,male,40.59139729318483,0,0,26.2807,S,First,man,True,B,Southampton,yes,True
0,1,male,38.74903551923239,0,0,11.6837,S,First,man,True,B,Southampton,no,True
0,3,male,13.10820924482023,1,0,2.9117,S,Third,child,False,,Southampton,no,False
1,2,male,30.530710139568736,0,0,0.046,S,Second,man,True,,Southampton,yes,True
1,3,female,45.276584892197576,1,0,19.226,S,Third,woman,False,,Southampton,yes,False
0,2,male,,0,0,58.384,S,Second,man,True,B,Southampton,no,True
1,2,male,19.25072475843673,0,0,27.3497,S,Second,man,True,,Southampton,yes,True
1,3,male,37.36805387628878,0,0,229.9101,S,Third,man,True,,Southampton,yes,True
1,3,male,31.88761809252425,0,1,10.8855,S,Third,man,True,D,Southampton,yes,False
1,1,male,27.990826063566864,0,0,10.5982,S,First,man,True,,Southampton,yes,True
0,1,male,34.86203812376288,0,0,5.6046,S,First,man,True,,Southampton,no,True
0,1,male,32.86096245465899,4,0,5.7703,C,First,man,True,C,Cherbourg,no,False
1,3,male,37.55040974865253,0,0,10.8106,C,Third,man,True,,Cherbourg,yes,True
1,3,male,50.60489303377575,0,1,50.6913,C,Third,man,True,,Cherbourg,yes,False
0,3,male,41.069850067538155,1,0,76.0524,S,Third,man,True,,Southampton,no,False
0,3,male,34.203573253654184,0,0,118.8944,S,Third,man,True,,Southampton,no,True
0,3,male,56.73706332393464,0,1,8.5118,S,Third,man,True,,Southampton,no,False
1,3,male,,1,0,68.6226,S,Third,man,True,,Southampton,yes,False
1,3,female,,0,0,12.8116,S,Third,woman,False,,Southampton,yes,True
0,1,male,12.051754165882873,1,0,3.8553,S,First,child,False,,Southampton,no,False
0,1,male,15.376455126653248,1,0,65.7013,C,First,child,False,,Cherbourg,no,False
0,2,male,43.23187050057669,4,0,32.5507,S,Second,man,True,A,Southampton,no,False
1,1,female,20.56046905083177,0,0,5.796,S,First,woman,False,G,Southampton,yes,True
1,3,male,15.083195581876751,0,6,18.0907,S,Third,child,False,,Southampton,yes,False
1,3,male,18.707762763035607,0,0,10.9041,S,Third,man,True,F,Southampton,yes,True
0,1,male,19.73292747468485,0,0,42.9812,S,First,man,True,C,Southampton,no,True
0,1,male,,1,0,19.451,C,First,man,True,,Cherbourg,no,False
0,3,male,,0,2,146.0476,S,Third,man,True,,Southampton,no,False
0,3,male,9.800568295658618,0,1,1.8129,C,Third,child,False,,Cherbourg,no,False
1,2,female,30.150151017554172,1,0,14.1206,S,Second,woman,False,,Southampton,yes,False
1,3,male,32.92285892049951,0,0,21.1743,C,Third,man,True,,Cherbourg,yes,True
1,1,female,22.74961550910765,0,0,22.5218,S,First,woman,False,,Southampton,yes,True
1,1,female,46.460333720794154,0,0,12.2265,S,First,woman,False,,Southampton,yes,True
0,3,male,23.596386157461872,1,0,42.0701,S,Third,man,True,,Southampton,no,False
1,3,male,,0,0,66.8929,C,Third,man,True,,Cherbourg,yes,True
1,1,male,,1,0,89.9117,Q,First,man,True,D,Queenstown,yes,False
1,3,male,43.1357798666439,0,2,52.6546,S,Third,man,True,,Southampton,yes,False
0,3,male,13.771012808307274,1,0,61.2121,S,Third,child,False,,Southampton,no,False
0,3,female,31.12549778745249,1,2,25.751,Q,Third,woman,False,D,Queenstown,no,False
0,3,female,,0,0,56.2875,S,Third,woman,False,,Southampton,no,True
1,3,male,9.080905388840769,0,0,11.6465,S,Third,child,False,,Southampton,yes,True
0,3,male,45.723380582142184,0,0,16.367,S,Third,man,True,F,Southampton,no,True
0,3,female,17.84768699484343,1,0,12.2725,S,Third,woman,False,,Southampton,no,False
1,1,female,,0,0,20.2847,C,First,woman,False,,Cherbourg,yes,True
1,1,female,15.006920383832973,0,0,10.8283,C,First,child,False,D,Cherbourg,yes,True
0,2,male,39.86720172802041,0,0,104.9719,S,Second,man,True,,Southampton,no,True
0,3,male,7.5740190777973595,0,0,12.0813,S,Third,child,False,,Southampton,no,True
1,1,male,38.65918460673623,0,1,3.3227,C,First,man,True,A,Cherbourg,yes,False
0,3,male,44.84545280053018,0,0,24.0944,S,Third,man,True,A,Southampton,no,True
1,3,male,37.48908720057353,0,0,1.8932,C,Third,man,True,B,Cherbourg,yes,True
0,1,male,40.03311301577322,1,0,3.772,S,First,man,True,,Southampton,no,False
1,3,female,40.713423808881615,0,2,7.9753,S,Third,woman,False,,Southampton,yes,False
0,2,male,,0,0,20.1016,Q,Second,man,True,,Queenstown,no,True
0,3,male,,3,0,18.2844,S,Third,man,True,D,Southampton,no,False
1,1,male,23.02889431506427,1,0,51.7743,S,First,man,True,,Southampton,yes,False
0,3,male,28.737379544945405,2,0,43.3108,S,Third,man,True,,Southampton,no,False
0,3,male,24.876758883911094,0,4,17.8929,S,Third,man,True,,Southampton,no,False
0,3,male,36.827360752720985,0,0,13.0739,S,Third,man,True,,Southampton,no,True
1,3,female,21.898459974507375,0,0,12.2516,Q,Third,woman,False,B,Queenstown,yes,True
1,3,male,30.670278001441844,1,0,47.8878,C,Third,man,True,E,Cherbourg,yes,False
1,3,male,11.787514651382928,0,0,1.722,S,Third,child,False,,Southampton,yes,True
0,3,male,46.58764552327278,0,2,0.4155,S,Third,man,True,,Southampton,no,False
0,3,female,39.42574371627795,0,0,51.1144,S,Third,woman,False,,Southampton,no,True
0,1,female,,0,0,20.8802,S,First,woman,False,,Southampton,no,True
0,3,female,22.89733906462575,0,0,4.5169,S,Third,woman,False,,Southampton,no,True
0,3,male,39.0471095716066,0,0,8.6495,C,Third,man,True,,Cherbourg,no,True
0,3,male,19.444245980778554,0,1,86.8011,S,Third,man,True,,Southampton,no,False
0,1,male,,0,0,63.1947,C,First,man,True,G,Cherbourg,no,True
1,3,male,46.540282417755385,4,0,39.8357,S,Third,man,True,,Southampton,yes,False
0,2,female,17.93677177251071,1,2,21.1945,S,Second,woman,False,,Southampton,no,False
0,3,male,35.04471202224294,2,0,23.6555,S,Third,man,True,,Southampton,no,False
1,1,female,34.278016370564636,1,0,119.0984,S,First,woman,False,,Southampton,yes,False
0,3,female,,0,0,108.6642,S,Third,woman,False,,Southampton,no,True
1,3,male,22.395051030492915,0,4,7.8057,Q,Third,man,True,,Queenstown,yes,False
1,1,female,47.31455732496858,0,0,53.6633,S,First,woman,False,,Southampton,yes,True
1,3,male,21.03525478137899,0,0,7.0744,Q,Third,man,True,,Queenstown,yes,True
0,2,male,3.425435933620509,0,0,7.7348,S,Second,child,False,,Southampton,no,True
1,3,male,,0,0,36.299,Q,Third,man,True,,Queenstown,yes,True
0,3,male,12.281101428366405,0,0,16.7181,S,Third,child,False,E,Southampton,no,True
0,3,male,39.73227660039876,0,0,86.3466,Q,Third,man,True,,Queenstown,no,True
0,3,male,,0,0,3.0018,S,Third,man,True,G,Southampton,no,True
1,3,male,38.83137323678078,0,0,23.0703,C,Third,man,True,D,Cherbourg,yes,True
0,2,male,45.23546387736862,1,0,80.7388,C,Second,man,True,,Cherbourg,no,False
0,2,male,58.990712050479885,0,1,75.4959,S,Second,man,True,A,Southampton,no,False
1,3,male,43.71802670782972,0,2,5.4814,S,Third,man,True,A,Southampton,yes,False
0,3,male,34.49331419306882,0,0,14.7061,S,Third,man,True,G,Southampton,no,True
0,3,male,53.39224866109289,0,0,31.0818,Q,Third,man,True,,Queenstown,no,True
0,3,female,55.14424540027548,0,0,5.591,S,Third,woman,False,,Southampton,no,True
0,2,female,55.347190857261594,0,0,110.8553,S,Second,woman,False,,Southampton,no,True
0,3,female,22.56391902965796,0,1,79.2815,S,Third,woman,False,,Southampton,no,False
0,1,female,10.06673380177314,0,0,5.8817,S,First,child,False,,Southampton,no,True
1,3,male,,2,0,4.1585,C,Third,man,True,,Cherbourg,yes,False
0,1,female,39.90280342900104,2,1,2.8747,S,First,woman,False,,Southampton,no,False
0,2,male,32.00780470731553,0,0,77.3374,S,Second,man,True,,Southampton,no,True
1,2,male,,0,0,6.9296,Q,Second,man,True,E,Queenstown,yes,True
0,2,female,37.82698028267156,1,0,17.3346,S,Second,woman,False,,Southampton,no,False
1,3,male,8.373326315737625,0,0,19.1832,S,Third,child,False,,Southampton,yes,True
0,2,female,,0,0,29.425,S,Second,woman,False,,Southampton,no,True
0,2,female,45.91763585029422,0,1,2.3969,S,Second,woman,False,,Southampton,no,False
0,1,female,37.665076846094315,2,1,8.2807,S,First,woman,False,,Southampton,no,False
0,2,female,39.73124241658906,0,0,86.3212,C,Second,woman,False,,Cherbourg,no,True
0,1,male,52.86190545431146,0,2,76.972,S,First,man,True,,Southampton,no,False
0,1,male,,1,0,48.9444,S,First,man,True,,Southampton,no,False
0,3,male,,0,1,0.6309,S,Third,man,True,,Southampton,no,False
0,3,male,46.947968118643104,0,0,12.7518,S,Third,man,True,,Southampton,no,True
0,3,male,46.68124914999194,4,2,31.8378,C,Third,man,True,,Cherbourg,no,False
0,3,female,37.79522928395905,0,2,10.3634,S,Third,woman,False,,Southampton,no,False
0,2,female,27.3746204915545,0,0,77.3883,S,Second,woman,False,,Southampton,no,True
0,3,male,29.720004939615784,0,2,32.3552,S,Third,man,True,,Southampton,no,False
1,3,male,11.186792194099244,0,1,2.4029,S,Third,child,False,,Southampton,yes,False
0,3,male,45.83772468800444,0,1,77.182,S,Third,man,True,,Southampton,no,False
1,1,male,45.32594398817258,0,0,101.8984,S,First,man,True,,Southampton,yes,True
1,2,female,10.680600118231634,0,1,2.6049,S,Second,child,False,,Southampton,yes,False
0,2,male,,1,1,24.4738,C,Second,man,True,,Cherbourg,no,False
1,2,male,35.55947399763062,0,0,11.6401,S,Second,man,True,,Southampton,yes,True
1,3,male,14.881375399333454,0,2,16.0666,C,Third,child,False,,Cherbourg,yes,False
0,3,male,12.212997084449192,0,0,6.3764,C,Third,child,False,C,Cherbourg,no,True
0,3,male,35.115652406324976,1,0,27.7861,S,Third,man,True,,Southampton,no,False
1,3,male,,0,0,102.0609,S,Third,man,True,C,Southampton,yes,True
1,3,male,56.08925833297022,0,0,22.5178,S,Third,man,True,,Southampton,yes,True
0,3,male,43.51267672240914,0,0,2.7871,S,Third,man,True,G,Southampton,no,True
0,3,male,36.5685504826173,0,0,31.1563,S,Third,man,True,D,Southampton,no,True
0,1,female,37.28464555803472,0,2,13.3905,S,First,woman,False,D,Southampton,no,False
0,1,male,48.99757411532393,1,0,62.385,S,First,man,True,C,Southampton,no,False
1,1,male,,0,0,18.3656,S,First,man,True,,Southampton,yes,True
0,3,male,36.94661335819232,0,0,6.8983,S,Third,man,True,,Southampton,no,True
0,3,female,,0,0,6.8292,S,Third,woman,False,A,Southampton,no,True
1,2,male,74.09823099839018,1,2,47.151,S,Second,man,True,,Southampton,yes,False
0,3,female,13.70385001903062,0,0,9.9396,S,Third,child,False,,Southampton,no,True
0,1,male,25.168130312047616,0,1,46.9386,S,First,man,True,,Southampton,no,False
1,3,male,,0,0,7.4231,S,Third,man,True,,Southampton,yes,True
1,2,male,,0,0,12.4983,S,Second,man,True,,Southampton,yes,True
0,1,male,31.891101340629707,0,0,20.1701,S,First,man,True,E,Southampton,no,True
0,3,female,40.79650835628902,0,0,92.3543,S,Third,woman,False,,Southampton,no,True
0,2,male,4.483548348985707,0,0,86.4346,S,Second,child,False,,Southampton,no,True
0,2,male,,0,0,7.463,C,Second,man,True,D,Cherbourg,no,True
0,2,male,17.992186678690587,0,0,14.281,C,Second,man,True,B,Cherbourg,no,True
0,3,male,,0,1,5.2104,S,Third,man,True,B,Southampton,no,False
0,3,male,43.20778339587544,0,0,22.9689,S,Third,man,True,,Southampton,no,True
0,2,male,,1,0,19.8759,S,Second,man,True,,Southampton,no,False
0,3,female,34.51316707166953,4,0,74.3889,C,Third,woman,False,,Cherbourg,no,False
0,3,male,41.28809288862829,4,0,85.6306,S,Third,man,True,,Southampton,no,False
0,2,male,35.9174642791115,1,1,15.5786,Q,Second,man,True,D,Queenstown,no,False
0,2,female,24.7539354130436,0,0,21.7916,S,Second,woman,False,,Southampton,no,True
0,1,male,27.28619764058918,1,0,72.9536,S,First,man,True,E,Southampton,no,False
1,1,female,,0,2,52.9224,Q,First,woman,False,,Queenstown,yes,False
0,3,male,16.714436643578146,0,0,0.1179,S,Third,man,True,,Southampton,no,True
1,1,female,44.142125561135714,0,0,12.4212,S,First,woman,False,,Southampton,yes,True
1,3,male,33.88548199670852,0,0,17.6389,S,Third,man,True,F,Southampton,yes,True
0,3,female,,1,0,8.4041,S,Third,woman,False,,Southampton,no,False
0,1,female,46.991200105956324,0,1,7.168,S,First,woman,False,,Southampton,no,False
0,3,male,27.958352173435138,0,1,1.2402,S,Third,man,True,B,Southampton,no,False
0,2,female,27.05489554128995,2,3,33.2,C,Second,woman,False,,Cherbourg,no,False
1,3,male,22.672882921942517,0,0,9.805,S,Third,man,True,,Southampton,yes,True
0,3,male,34.67447162942606,0,0,1.7313,Q,Third,man,True,,Queenstown,no,True
0,3,male,34.172526570806966,2,0,8.4569,S,Third,man,True,,Southampton,no,False
0,3,male,20.03887909260635,0,0,52.1335,S,Third,man,True,,Southampton,no,True
0,1,male,27.123437331855698,0,0,61.4085,S,First,man,True,B,Southampton,no,True
1,3,male,20.13576710647112,0,0,21.2469,S,Third,man,True,D,Southampton,yes,True
0,3,male,19.47940741967539,0,0,17.3228,S,Third,man,True,,Southampton,no,True
0,3,female,4.616481439960719,1,0,122.6847,Q,Third,child,False,,Queenstown,no,False
1,3,female,26.351801321617447,0,1,7.208,S,Third,woman,False,,Southampton,yes,False
0,3,male,5.017907641839834,0,1,7.8094,S,Third,child,False,B,Southampton,no,False
0,1,male,22.98917254807709,0,0,11.113,S,First,man,True,,Southampton,no,True
0,1,male,,0,0,6.107,S,First,man,True,,Southampton,no,True
0,3,male,44.95247833035126,4,0,15.3598,C,Third,man,True,D,Cherbourg,no,False
0,2,male,14.983445308510195,0,1,77.8357,S,Second,child,False,D,Southampton,no,False
0,3,male,,0,0,30.7644,S,Third,man,True,,Southampton,no,True
0,3,male,24.1678999817222,0,0,17.0962,S,Third,man,True,,Southampton,no,True
